0.45 0.00 0.54 0.00 0.00
0.45 0.00 0.54 0.00 0.00
6.28 0.00 1.09 0.62 0.00
13.16 0.13 15.62 26.01 0.07
21.24 0.13 49.46 0.02 0.15
7.15 0.02 7.70 0.01 0.12
6.36 0.01 7.62 0.01 0.01
2.03 0.04 0.70 5.00 0.23
9.13 0.01 32.85 0.01 0.01
2.76 0.93 7.26 0.00 0.05
0.80 0.17 0.71 0.31 0.00
0.80 0.17 0.71 0.31 0.00
0.50 0.17 1.32 0.00 0.01
0.50 0.17 1.32 0.00 0.01
2.20 1.83 1.88 2.90 0.20
0.50 0.17 1.32 0.00 0.01
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
24.60 13.38 29.02 5.32 32.69
3.76 1.27 9.90 0.00 0.07
0.25 0.08 0.66 0.00 0.00
2.12 0.08 0.78 0.00 0.01
0.32 0.75 0.75 0.00 0.17
0.25 0.08 0.66 0.00 0.00
0.25 9.08 0.66 0.00 0.00
0.47 0.39 2.67 0.00 1.47
2.88 9.60 32.57 0.00 3.94
0.25 0.08 0.66 0.00 0.00
0.25 6.90 19.84 0.00 30.01
3.73 5.99 20.23 0.06 4.99
0.30 0.39 1.85 0.00 1.46
3.07 1.26 1.56 0.06 0.05
1.31 3.22 1.00 0.05 0.41
2.46 8.03 18.44 0.00 2.07
2.33 0.20 1.32 0.00 0.15
2.99 2.91 8.03 0.00 0.06
3.04 1.22 8.72 0.00 1.02
18.73 1.54 11.55 0.05 0.13
37.06 6.44 35.57 20.11 16.82
48.05 17.39 112.72 0.07 0.76
0.25 0.09 0.91 0.00 14.75
3.26 1.10 8.58 0.00 0.06
56.61 32.65 18.61 6.03 57.10
50.25 1.20 42.48 0.02 42.04
0.25 0.09 1.31 0.00 0.35
3.76 1.27 9.90 0.00 0.07
3.76 1.27 9.90 0.00 0.07
3.80 2.11 9.96 0.00 0.13
42.67 378.03 79.97 1.12 62.21
2.93 1.66 7.30 0.00 0.11
7.72 141.04 14.27 0.28 5.70
0.61 0.87 4.11 0.00 3.41
25.42 3.34 15.83 0.00 4.42
111.13 26.37 406.94 5.61 47.95
0.68 17.92 15.19 0.00 8.22
17.88 2.04 13.52 0.00 2.56
21.04 1.27 21.56 0.00 0.13
17.80 1.27 10.80 0.00 0.13
2.76 0.93 8.26 0.00 0.05
3.50 2.60 14.55 0.00 7.35
1.51 0.94 7.65 0.42 0.47
3.76 1.27 9.90 0.00 0.07
129.14 34.32 43.53 14.86 46.15
228.98 169.96 186.82 61.43 89.81
6.13 5.11 21.67 0.00 0.08
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
24.26 1.59 9.91 8.21 1.04
6.07 1.60 11.50 1.29 3.54
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
15.64 13.34 27.26 0.86 52.89
19.49 1.28 10.80 0.00 4.43
3.95 0.10 0.72 0.21 0.02
1.33 0.09 1.46 0.05 0.07
0.28 0.29 1.46 0.00 0.98
0.25 0.08 0.66 0.00 0.00
0.75 0.25 1.98 0.00 0.01
198.53 67.49 166.07 8.94 24.96
25.62 4.84 4.05 1.65 12.83
0.25 0.08 0.66 0.00 0.00
43.81 21.16 22.04 40.01 23.98
0.25 0.08 0.66 0.00 0.00
17.80 1.27 10.80 0.00 0.13
2.63 5.06 19.37 0.00 3.93
1.24 6.05 11.15 0.00 0.56
3.32 14.83 42.74 1.13 69.99
0.25 0.08 0.66 0.00 0.00
0.37 1.39 0.87 0.91 0.46
0.25 0.08 0.66 0.00 0.00
1.19 0.08 0.72 0.00 0.01
23.27 44.62 25.64 0.63 2.85
17.80 1.53 11.53 0.00 0.13
0.25 0.08 0.66 0.00 0.00
47.33 30.29 61.73 8.26 57.39
4.12 34.84 4.67 0.06 0.31
20.19 18.84 19.97 1.50 9.50
17.80 1.27 10.80 0.00 0.13
17.83 1.27 10.84 0.18 1.88
2.33 4.59 18.28 0.00 15.79
17.80 1.27 10.80 0.00 0.13
14.42 3.50 2.21 0.02 0.85
23.36 3.22 10.29 0.01 32.12
19.97 54.34 60.93 2.08 43.69
5.18 23.71 11.72 0.14 14.24
2.03 0.09 0.70 0.05 0.12
15.26 8.35 40.10 0.55 128.74
2.42 7.10 5.09 0.15 8.24
8.33 2.06 6.23 0.03 91.35
0.25 0.08 0.66 0.00 0.00
0.36 0.79 3.44 0.00 3.41
0.25 0.08 0.66 0.00 0.00
30.46 29.36 24.90 1.26 53.02
0.25 0.08 0.66 0.00 0.00
0.25 0.08 0.66 0.00 0.00
3.06 0.61 2.31 0.00 0.02
0.27 0.19 16.05 0.00 0.49
0.25 0.08 0.66 0.00 0.00
1.84 0.15 7.63 0.00 32.37
0.99 7.42 2.67 0.01 13.91
0.25 0.08 0.66 0.00 0.00
21.04 1.54 22.29 0.00 0.13
17.80 1.27 10.80 0.00 0.13
